pairID	tags
2096485764.jpg#0r1c	DIFF_TENSE
4679111230.jpg#2r1n	QUANTIFIER,DIFF_TENSE
4679111230.jpg#2r1e	QUANTIFIER,DIFF_TENSE
4679111230.jpg#2r1c	QUANTIFIER,DIFF_TENSE
2892843393.jpg#1r1e	DIFF_TENSE
2892843393.jpg#1r1n	DIFF_TENSE
2892843393.jpg#1r1c	DIFF_TENSE
4923271886.jpg#2r1c	
4923271886.jpg#2r1e	DIFF_TENSE
4923271886.jpg#2r1n	DIFF_TENSE
2972268289.jpg#4r1n	PRONOUN
2972268289.jpg#4r1c	PRONOUN,DIFF_TENSE
4770171876.jpg#0r1e	DIFF_TENSE
4770171876.jpg#0r1n	
4770171876.jpg#0r1c	PRONOUN
351765604.jpg#0r1n	DIFF_TENSE
351765604.jpg#0r1e	SYNONYM,DIFF_TENSE
351765604.jpg#0r1c	DIFF_TENSE
847782643.jpg#0r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
847782643.jpg#0r1c	PRONOUN,QUANTIFIER,DIFF_TENSE
847782643.jpg#0r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
3020218156.jpg#2r1e	QUANTIFIER,SYNONYM,DIFF_TENSE
3020218156.jpg#2r1c	QUANTIFIER,SYNONYM,DIFF_TENSE
3020218156.jpg#2r1n	QUANTIFIER,SYNONYM,DIFF_TENSE
3036382555.jpg#0r1e	QUANTIFIER,DIFF_TENSE
3036382555.jpg#0r1c	QUANTIFIER,DIFF_TENSE
3036382555.jpg#0r1n	QUANTIFIER,DIFF_TENSE
407008823.jpg#3r1n	QUANTIFIER,DIFF_TENSE
407008823.jpg#3r1e	DIFF_TENSE
407008823.jpg#3r1c	DIFF_TENSE
3364026240.jpg#3r1e	BARE_NP,PRONOUN,SYNONYM
3364026240.jpg#3r1n	SYNONYM
3364026240.jpg#3r1c	BARE_NP
3437522515.jpg#3r1c	SUPERLATIVE,DIFF_TENSE
3437522515.jpg#3r1n	PRONOUN,SUPERLATIVE,DIFF_TENSE
3437522515.jpg#3r1e	SUPERLATIVE,DIFF_TENSE
2936881937.jpg#4r1c	DIFF_TENSE
2936881937.jpg#4r1e	DIFF_TENSE
2936881937.jpg#4r1n	DIFF_TENSE
2936881937.jpg#2r1c	
2936881937.jpg#2r1e	DIFF_TENSE
2936881937.jpg#2r1n	DIFF_TENSE
2936881937.jpg#0r1n	DIFF_TENSE
2936881937.jpg#0r1e	SYNONYM,DIFF_TENSE
2936881937.jpg#0r1c	SYNONYM,DIFF_TENSE
4499295511.jpg#0r1n	ANTONYM,LONG,PRONOUN,QUANTIFIER,DIFF_TENSE
4499295511.jpg#0r1c	LONG,PRONOUN,QUANTIFIER,DIFF_TENSE
4499295511.jpg#0r1e	LONG,PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
2876232980.jpg#0r1e	ANTONYM,DIFF_TENSE
2876232980.jpg#0r1c	ANTONYM,DIFF_TENSE
2876232980.jpg#0r1n	ANTONYM,DIFF_TENSE
2508019949.jpg#0r1c	PRONOUN,DIFF_TENSE
2508019949.jpg#0r1n	PRONOUN,DIFF_TENSE
2508019949.jpg#0r1e	PRONOUN,DIFF_TENSE
3338217927.jpg#2r1n	PRONOUN,DIFF_TENSE
3338217927.jpg#2r1c	PRONOUN,DIFF_TENSE
3338217927.jpg#2r1e	DIFF_TENSE
264460711.jpg#2r1n	DIFF_TENSE
264460711.jpg#2r1e	DIFF_TENSE
264460711.jpg#2r1c	DIFF_TENSE
6082587848.jpg#1r1c	QUANTIFIER,DIFF_TENSE
6082587848.jpg#1r1e	QUANTIFIER,DIFF_TENSE
6082587848.jpg#1r1n	QUANTIFIER,DIFF_TENSE
6082587848.jpg#3r1n	
6082587848.jpg#3r1e	
6082587848.jpg#3r1c	ANTONYM
6979303317.jpg#0r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
6979303317.jpg#0r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
6979303317.jpg#0r1c	PRONOUN,QUANTIFIER,SYNONYM
4114589329.jpg#0r1e	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
4114589329.jpg#0r1n	QUANTIFIER,SYNONYM,DIFF_TENSE
4114589329.jpg#2r1e	QUANTIFIER,SUPERLATIVE,DIFF_TENSE
4114589329.jpg#2r1c	ANTONYM,QUANTIFIER,SUPERLATIVE,DIFF_TENSE
4114589329.jpg#2r1n	QUANTIFIER,SUPERLATIVE,DIFF_TENSE
2147876139.jpg#4r1n	QUANTIFIER,DIFF_TENSE
2147876139.jpg#4r1e	QUANTIFIER,DIFF_TENSE
2147876139.jpg#4r1c	QUANTIFIER,DIFF_TENSE
2622986361.jpg#2r1n	QUANTIFIER,DIFF_TENSE
2622986361.jpg#2r1e	QUANTIFIER,DIFF_TENSE
2622986361.jpg#2r1c	ANTONYM,QUANTIFIER,SYNONYM,DIFF_TENSE
4963234016.jpg#4r1n	DIFF_TENSE
4963234016.jpg#4r1e	DIFF_TENSE
4963234016.jpg#4r1c	DIFF_TENSE
3661659196.jpg#3r1c	BARE_NP,QUANTIFIER
3661659196.jpg#3r1e	BARE_NP,QUANTIFIER
3661659196.jpg#3r1n	BARE_NP,PRONOUN,QUANTIFIER
4926115712.jpg#1r1n	QUANTIFIER
4926115712.jpg#1r1c	QUANTIFIER,DIFF_TENSE
4512171349.jpg#2r1n	QUANTIFIER,SYNONYM,DIFF_TENSE
4512171349.jpg#2r1e	QUANTIFIER,SYNONYM,DIFF_TENSE
4512171349.jpg#2r1c	QUANTIFIER,SYNONYM,DIFF_TENSE
4512171349.jpg#1r1n	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
4512171349.jpg#1r1e	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
4512171349.jpg#1r1c	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
4801146545.jpg#2r1c	ANTONYM,DIFF_TENSE
4801146545.jpg#2r1n	DIFF_TENSE
4801146545.jpg#2r1e	DIFF_TENSE
7591663030.jpg#4r1n	NEGATION,PRONOUN
7591663030.jpg#4r1e	
7591663030.jpg#4r1c	PRONOUN
5389902618.jpg#2r1e	DIFF_TENSE
5389902618.jpg#2r1c	DIFF_TENSE
5389902618.jpg#2r1n	DIFF_TENSE
7249180494.jpg#0r1e	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
7249180494.jpg#0r1c	PRONOUN,QUANTIFIER,DIFF_TENSE
7249180494.jpg#0r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
7249180494.jpg#1r1n	
7249180494.jpg#1r1e	
7249180494.jpg#1r1c	
4234824441.jpg#2r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
4234824441.jpg#2r1c	PRONOUN,QUANTIFIER,DIFF_TENSE
4234824441.jpg#2r1e	QUANTIFIER,DIFF_TENSE
1680409989.jpg#0r1n	PRONOUN,SUPERLATIVE,DIFF_TENSE
1680409989.jpg#0r1e	DIFF_TENSE
1680409989.jpg#0r1c	DIFF_TENSE
1680409989.jpg#3r1e	SYNONYM,DIFF_TENSE
1680409989.jpg#3r1n	DIFF_TENSE
1680409989.jpg#3r1c	ANTONYM,PRONOUN
4581834644.jpg#1r1c	ANTONYM,PRONOUN,QUANTIFIER
4581834644.jpg#1r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
4581834644.jpg#1r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
4684641618.jpg#0r1n	QUANTIFIER,SYNONYM,DIFF_TENSE
4684641618.jpg#0r1c	QUANTIFIER,DIFF_TENSE
4684641618.jpg#0r1e	QUANTIFIER,DIFF_TENSE
525338588.jpg#0r1n	QUANTIFIER,DIFF_TENSE
525338588.jpg#0r1e	NEGATION,QUANTIFIER,DIFF_TENSE
525338588.jpg#0r1c	ANTONYM,QUANTIFIER,DIFF_TENSE
2487069642.jpg#1r1e	DIFF_TENSE
2487069642.jpg#1r1n	DIFF_TENSE
2487069642.jpg#1r1c	DIFF_TENSE
1384292980.jpg#1r1e	
1384292980.jpg#1r1c	DIFF_TENSE
1384292980.jpg#1r1n	DIFF_TENSE
216172386.jpg#0r1c	ANTONYM,PRONOUN,DIFF_TENSE
216172386.jpg#0r1e	PRONOUN,DIFF_TENSE
216172386.jpg#0r1n	PRONOUN,DIFF_TENSE
2245918465.jpg#1r1e	QUANTIFIER
2245918465.jpg#1r1c	ANTONYM,DIFF_TENSE
2245918465.jpg#1r1n	DIFF_TENSE
2289096282.jpg#1r1e	QUANTIFIER,DIFF_TENSE
2289096282.jpg#1r1c	SYNONYM,DIFF_TENSE
2289096282.jpg#1r1n	SYNONYM,DIFF_TENSE
3167503189.jpg#2r1n	LONG,SYNONYM,DIFF_TENSE
3167503189.jpg#2r1c	ANTONYM,DIFF_TENSE
3167503189.jpg#2r1e	DIFF_TENSE
7523563426.jpg#0r1c	QUANTIFIER,DIFF_TENSE
7523563426.jpg#0r1e	QUANTIFIER,DIFF_TENSE
7523563426.jpg#0r1n	QUANTIFIER,DIFF_TENSE
3626642428.jpg#3r1n	QUANTIFIER,DIFF_TENSE
3626642428.jpg#3r1e	QUANTIFIER,DIFF_TENSE
3626642428.jpg#3r1c	QUANTIFIER,DIFF_TENSE
4859630545.jpg#1r1c	ANTONYM,PRONOUN,SYNONYM,DIFF_TENSE
4859630545.jpg#1r1n	ANTONYM,PRONOUN,DIFF_TENSE
4859630545.jpg#1r1e	ANTONYM,PRONOUN,DIFF_TENSE
288351324.jpg#4r1e	QUANTIFIER,DIFF_TENSE
288351324.jpg#4r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
288351324.jpg#4r1c	QUANTIFIER,DIFF_TENSE
2398915100.jpg#3r1e	DIFF_TENSE
2398915100.jpg#3r1n	DIFF_TENSE
2398915100.jpg#3r1c	DIFF_TENSE
4361879526.jpg#4r1e	BARE_NP,QUANTIFIER
4361879526.jpg#4r1c	ANTONYM,BARE_NP,QUANTIFIER
4361879526.jpg#4r1n	BARE_NP,QUANTIFIER
3335501468.jpg#2r1c	PRONOUN,SYNONYM
3335501468.jpg#2r1n	PRONOUN
4928783075.jpg#1r1e	SYNONYM,DIFF_TENSE
4928783075.jpg#1r1n	LONG,PRONOUN,SYNONYM,DIFF_TENSE
4928783075.jpg#1r1c	SYNONYM,DIFF_TENSE
4846892973.jpg#0r1n	PRONOUN,QUANTIFIER
4846892973.jpg#0r1e	QUANTIFIER
4846892973.jpg#0r1c	PRONOUN,QUANTIFIER,DIFF_TENSE
4923472130.jpg#2r1e	DIFF_TENSE
4923472130.jpg#2r1n	DIFF_TENSE
4923472130.jpg#2r1c	DIFF_TENSE
2348557363.jpg#4r1c	
2348557363.jpg#4r1e	
2348557363.jpg#4r1n	
3439382048.jpg#3r1c	
3439382048.jpg#3r1e	
3439382048.jpg#3r1n	SYNONYM,DIFF_TENSE
1354318519.jpg#1r1e	PRONOUN,SYNONYM,DIFF_TENSE
1354318519.jpg#1r1n	NEGATION,PRONOUN,SYNONYM
1354318519.jpg#1r1c	PRONOUN,DIFF_TENSE
484443289.jpg#1r1e	ANTONYM,DIFF_TENSE
484443289.jpg#1r1c	ANTONYM,DIFF_TENSE
484443289.jpg#1r1n	ANTONYM,DIFF_TENSE
484443289.jpg#0r1n	ANTONYM,QUANTIFIER,DIFF_TENSE
484443289.jpg#0r1e	ANTONYM,QUANTIFIER,DIFF_TENSE
484443289.jpg#0r1c	ANTONYM,QUANTIFIER,DIFF_TENSE
3544654074.jpg#2r1n	PRONOUN,DIFF_TENSE
3544654074.jpg#2r1e	PRONOUN,DIFF_TENSE
3544654074.jpg#2r1c	PRONOUN,DIFF_TENSE
4796753895.jpg#1r1c	ANTONYM,PRONOUN,SYNONYM,DIFF_TENSE
4796753895.jpg#1r1e	DIFF_TENSE
4796753895.jpg#1r1n	PRONOUN,DIFF_TENSE
4479330885.jpg#3r1e	QUANTIFIER,SUPERLATIVE
4479330885.jpg#3r1c	QUANTIFIER,SUPERLATIVE,DIFF_TENSE
4479330885.jpg#3r1n	BARE_NP,QUANTIFIER,SUPERLATIVE
3419238351.jpg#0r1n	PRONOUN,QUANTIFIER
3419238351.jpg#0r1e	QUANTIFIER,DIFF_TENSE
3419238351.jpg#0r1c	QUANTIFIER
4715587253.jpg#3r1e	DIFF_TENSE
4715587253.jpg#3r1c	DIFF_TENSE
4715587253.jpg#3r1n	DIFF_TENSE
3126681108.jpg#1r1c	DIFF_TENSE
3126681108.jpg#1r1n	PRONOUN,DIFF_TENSE
3126681108.jpg#1r1e	DIFF_TENSE
2770821714.jpg#2r1n	PRONOUN,SYNONYM,DIFF_TENSE
2770821714.jpg#2r1e	PRONOUN,DIFF_TENSE
2770821714.jpg#2r1c	PRONOUN,DIFF_TENSE
535179217.jpg#1r1e	PRONOUN,DIFF_TENSE
535179217.jpg#1r1n	PRONOUN
535179217.jpg#1r1c	PRONOUN,DIFF_TENSE
764507.jpg#3r1n	QUANTIFIER,DIFF_TENSE
764507.jpg#3r1c	QUANTIFIER,DIFF_TENSE
764507.jpg#3r1e	QUANTIFIER,DIFF_TENSE
2286270205.jpg#3r1c	ANTONYM,DIFF_TENSE
2286270205.jpg#3r1e	DIFF_TENSE
2286270205.jpg#3r1n	SYNONYM,DIFF_TENSE
4777826385.jpg#0r1n	PRONOUN,SUPERLATIVE,DIFF_TENSE
4777826385.jpg#0r1c	ANTONYM,SUPERLATIVE
4777826385.jpg#0r1e	SUPERLATIVE
3944497603.jpg#2r1c	DIFF_TENSE
3944497603.jpg#2r1e	QUANTIFIER,SYNONYM,DIFF_TENSE
3944497603.jpg#2r1n	DIFF_TENSE
2592711202.jpg#3r1n	PRONOUN,DIFF_TENSE
2592711202.jpg#3r1c	PRONOUN,DIFF_TENSE
2592711202.jpg#3r1e	PRONOUN,DIFF_TENSE
6935146937.jpg#1r1n	
6935146937.jpg#1r1e	DIFF_TENSE
6935146937.jpg#1r1c	DIFF_TENSE
6935146937.jpg#0r1c	DIFF_TENSE
6935146937.jpg#0r1e	QUANTIFIER,DIFF_TENSE
6935146937.jpg#0r1n	SYNONYM,DIFF_TENSE
4692746525.jpg#1r1e	QUANTIFIER,SYNONYM,DIFF_TENSE
4692746525.jpg#1r1n	ANTONYM,SYNONYM
4692746525.jpg#1r1c	ANTONYM,QUANTIFIER,DIFF_TENSE
2004326408.jpg#0r1e	
2004326408.jpg#0r1n	DIFF_TENSE
2004326408.jpg#0r1c	DIFF_TENSE
5479743540.jpg#4r1e	SYNONYM
5479743540.jpg#4r1c	DIFF_TENSE
5479743540.jpg#4r1n	PRONOUN,SYNONYM,DIFF_TENSE
5479743540.jpg#0r1n	PRONOUN,DIFF_TENSE
5479743540.jpg#0r1c	PRONOUN,DIFF_TENSE
5479743540.jpg#0r1e	PRONOUN,DIFF_TENSE
2045127186.jpg#1r1n	DIFF_TENSE
2045127186.jpg#1r1c	DIFF_TENSE
2045127186.jpg#1r1e	DIFF_TENSE
2074244690.jpg#2r1c	QUANTIFIER,DIFF_TENSE
2074244690.jpg#2r1e	QUANTIFIER,DIFF_TENSE
2074244690.jpg#2r1n	QUANTIFIER,DIFF_TENSE
273248777.jpg#0r1n	DIFF_TENSE
273248777.jpg#0r1e	LONG,DIFF_TENSE
273248777.jpg#0r1c	QUANTIFIER,DIFF_TENSE
862177617.jpg#0r1n	DIFF_TENSE
862177617.jpg#0r1c	DIFF_TENSE
862177617.jpg#0r1e	DIFF_TENSE
7165193566.jpg#4r1c	DIFF_TENSE
7165193566.jpg#4r1n	SYNONYM,DIFF_TENSE
7165193566.jpg#4r1e	SYNONYM,DIFF_TENSE
4705094483.jpg#0r1n	LONG,PRONOUN,SYNONYM
4705094483.jpg#0r1c	ANTONYM,LONG,PRONOUN,SYNONYM
4705094483.jpg#0r1e	LONG,PRONOUN,SYNONYM
24053752.jpg#0r1c	
24053752.jpg#0r1n	
24053752.jpg#0r1e	DIFF_TENSE
4733474874.jpg#0r1n	QUANTIFIER,DIFF_TENSE
4733474874.jpg#0r1c	QUANTIFIER,DIFF_TENSE
4733474874.jpg#0r1e	QUANTIFIER,DIFF_TENSE
2464311348.jpg#4r1n	QUANTIFIER,DIFF_TENSE
2464311348.jpg#4r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
2464311348.jpg#4r1c	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
424047148.jpg#0r1n	PRONOUN,SYNONYM,DIFF_TENSE
424047148.jpg#0r1e	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
424047148.jpg#0r1c	PRONOUN,DIFF_TENSE
15641879.jpg#3r1c	DIFF_TENSE
15641879.jpg#3r1n	
15641879.jpg#3r1e	
4678920190.jpg#3r1c	QUANTIFIER,DIFF_TENSE
4678920190.jpg#3r1e	QUANTIFIER,DIFF_TENSE
4678920190.jpg#3r1n	QUANTIFIER,DIFF_TENSE
290650302.jpg#0r1e	DIFF_TENSE
290650302.jpg#0r1n	PRONOUN,DIFF_TENSE
290650302.jpg#0r1c	ANTONYM,PRONOUN,DIFF_TENSE
4489833894.jpg#4r1n	PRONOUN,DIFF_TENSE
4489833894.jpg#4r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
4489833894.jpg#4r1c	PRONOUN,QUANTIFIER,DIFF_TENSE
3316725440.jpg#4r1e	
3316725440.jpg#4r1n	
3316725440.jpg#4r1c	
664470170.jpg#0r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
664470170.jpg#0r1c	ANTONYM,PRONOUN,QUANTIFIER,DIFF_TENSE
664470170.jpg#0r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
350630236.jpg#0r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
350630236.jpg#0r1c	NEGATION,PRONOUN,SYNONYM,DIFF_TENSE
350630236.jpg#0r1e	PRONOUN,DIFF_TENSE
2737097000.jpg#1r1n	DIFF_TENSE
2737097000.jpg#1r1e	DIFF_TENSE
2737097000.jpg#1r1c	ANTONYM,DIFF_TENSE
6338544926.jpg#0r1n	LONG,PRONOUN,QUANTIFIER,DIFF_TENSE
6338544926.jpg#0r1c	LONG,PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
6338544926.jpg#0r1e	LONG,PRONOUN,QUANTIFIER
6338544926.jpg#1r1n	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
6338544926.jpg#1r1c	LONG,PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
6338544926.jpg#1r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
76607426.jpg#4r1n	DIFF_TENSE
76607426.jpg#4r1e	DIFF_TENSE
76607426.jpg#4r1c	DIFF_TENSE
3199460792.jpg#1r1n	DIFF_TENSE
3199460792.jpg#1r1c	DIFF_TENSE
3199460792.jpg#1r1e	DIFF_TENSE
4774884519.jpg#0r1n	PRONOUN,SYNONYM,DIFF_TENSE
4774884519.jpg#0r1c	PRONOUN,SYNONYM,DIFF_TENSE
4774884519.jpg#0r1e	PRONOUN,DIFF_TENSE
2483666380.jpg#2r1n	PRONOUN,DIFF_TENSE
2483666380.jpg#2r1e	PRONOUN,QUANTIFIER
2483666380.jpg#2r1c	PRONOUN
1457898867.jpg#4r1n	QUANTIFIER,DIFF_TENSE
1457898867.jpg#4r1e	QUANTIFIER
1457898867.jpg#4r1c	QUANTIFIER,DIFF_TENSE
3653497668.jpg#4r1n	QUANTIFIER
3653497668.jpg#4r1c	QUANTIFIER,DIFF_TENSE
3653497668.jpg#4r1e	QUANTIFIER
2280438093.jpg#1r1e	QUANTIFIER,SUPERLATIVE
2280438093.jpg#1r1c	QUANTIFIER,DIFF_TENSE
2280438093.jpg#1r1n	QUANTIFIER,DIFF_TENSE
5400154.jpg#3r1c	QUANTIFIER
5400154.jpg#3r1n	QUANTIFIER
5400154.jpg#3r1e	QUANTIFIER,DIFF_TENSE
4702657446.jpg#0r1e	PRONOUN,SYNONYM,DIFF_TENSE
4702657446.jpg#0r1c	NEGATION,PRONOUN,SYNONYM
1333888922.jpg#1r1c	SYNONYM,DIFF_TENSE
1333888922.jpg#1r1e	SYNONYM,DIFF_TENSE
1333888922.jpg#1r1n	SYNONYM,DIFF_TENSE
2652382453.jpg#2r1e	PRONOUN,DIFF_TENSE
2652382453.jpg#2r1c	PRONOUN,DIFF_TENSE
2652382453.jpg#2r1n	PRONOUN,DIFF_TENSE
272471327.jpg#0r1e	PRONOUN,DIFF_TENSE
272471327.jpg#0r1n	PRONOUN,SYNONYM,DIFF_TENSE
272471327.jpg#0r1c	PRONOUN,DIFF_TENSE
2425411995.jpg#2r1e	PRONOUN,SYNONYM,DIFF_TENSE
2425411995.jpg#2r1n	PRONOUN,SYNONYM,DIFF_TENSE
2425411995.jpg#2r1c	PRONOUN,SYNONYM,DIFF_TENSE
7700080224.jpg#4r1n	PRONOUN,QUANTIFIER
7700080224.jpg#4r1c	NEGATION,QUANTIFIER,DIFF_TENSE
7700080224.jpg#4r1e	QUANTIFIER
7700080224.jpg#0r1e	QUANTIFIER,DIFF_TENSE
7700080224.jpg#0r1n	QUANTIFIER,DIFF_TENSE
7700080224.jpg#0r1c	QUANTIFIER
4914029409.jpg#0r1n	PRONOUN,SYNONYM,DIFF_TENSE
4914029409.jpg#0r1c	QUANTIFIER
4914029409.jpg#0r1e	QUANTIFIER,SYNONYM,DIFF_TENSE
4914029409.jpg#1r1n	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
4914029409.jpg#1r1c	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
4914029409.jpg#1r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
3091754891.jpg#4r1e	
3091754891.jpg#4r1c	BARE_NP
3091754891.jpg#4r1n	BARE_NP
2749755023.jpg#4r1e	SYNONYM,DIFF_TENSE
2749755023.jpg#4r1n	DIFF_TENSE
2749755023.jpg#4r1c	DIFF_TENSE
7113652429.jpg#0r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
7113652429.jpg#0r1c	PRONOUN,QUANTIFIER,DIFF_TENSE
7113652429.jpg#0r1e	PRONOUN,QUANTIFIER
4000148666.jpg#0r1c	DIFF_TENSE
4000148666.jpg#0r1n	PRONOUN,DIFF_TENSE
4000148666.jpg#0r1e	DIFF_TENSE
4886223475.jpg#0r1n	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
4886223475.jpg#0r1c	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
4886223475.jpg#0r1e	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
3831031977.jpg#4r1e	
3831031977.jpg#4r1n	DIFF_TENSE
3831031977.jpg#4r1c	
2737409349.jpg#0r1c	PRONOUN,DIFF_TENSE
2737409349.jpg#0r1n	PRONOUN,SYNONYM,DIFF_TENSE
2737409349.jpg#0r1e	PRONOUN,DIFF_TENSE
3425071001.jpg#3r1c	ANTONYM,DIFF_TENSE
3425071001.jpg#3r1n	
3425071001.jpg#3r1e	DIFF_TENSE
3551170666.jpg#3r1n	QUANTIFIER
3551170666.jpg#3r1e	PRONOUN
3551170666.jpg#3r1c	
4525101035.jpg#0r1c	PRONOUN
4525101035.jpg#0r1n	PRONOUN,DIFF_TENSE
4525101035.jpg#0r1e	PRONOUN,DIFF_TENSE
4525101035.jpg#3r1n	PRONOUN,DIFF_TENSE
4525101035.jpg#3r1c	PRONOUN,QUANTIFIER,DIFF_TENSE
4525101035.jpg#3r1e	PRONOUN,DIFF_TENSE
4525101035.jpg#4r1n	PRONOUN,DIFF_TENSE
4525101035.jpg#4r1e	PRONOUN,DIFF_TENSE
4525101035.jpg#4r1c	ANTONYM,PRONOUN
2529226054.jpg#2r1n	
2529226054.jpg#2r1e	DIFF_TENSE
2529226054.jpg#2r1c	
2743046728.jpg#3r1e	DIFF_TENSE
2743046728.jpg#3r1c	SYNONYM,DIFF_TENSE
2743046728.jpg#3r1n	DIFF_TENSE
4923272200.jpg#0r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
4923272200.jpg#0r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
4923272200.jpg#0r1c	ANTONYM,PRONOUN,QUANTIFIER,DIFF_TENSE
3192645199.jpg#0r1e	QUANTIFIER,DIFF_TENSE
3192645199.jpg#0r1c	QUANTIFIER,DIFF_TENSE
3192645199.jpg#0r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
2344969116.jpg#0r1c	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
2344969116.jpg#0r1n	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
2344969116.jpg#0r1e	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
3411022255.jpg#1r1c	QUANTIFIER,DIFF_TENSE
3411022255.jpg#1r1e	QUANTIFIER,DIFF_TENSE
3411022255.jpg#1r1n	QUANTIFIER,DIFF_TENSE
2230885062.jpg#2r1e	PRONOUN,QUANTIFIER,DIFF_TENSE
2230885062.jpg#2r1n	PRONOUN,QUANTIFIER,DIFF_TENSE
2230885062.jpg#2r1c	PRONOUN,QUANTIFIER,SYNONYM,DIFF_TENSE
1970275389.jpg#0r1n	DIFF_TENSE
1970275389.jpg#0r1c	DIFF_TENSE
1970275389.jpg#0r1e	
4705275413.jpg#0r1e	QUANTIFIER,SYNONYM,DIFF_TENSE
4705275413.jpg#0r1n	QUANTIFIER,SYNONYM,DIFF_TENSE
4705275413.jpg#0r1c	QUANTIFIER,DIFF_TENSE
4731413904.jpg#1r1e	QUANTIFIER,SYNONYM,DIFF_TENSE
4731413904.jpg#1r1n	QUANTIFIER,DIFF_TENSE
4731413904.jpg#1r1c	QUANTIFIER
4906946.jpg#1r1e	QUANTIFIER
4906946.jpg#1r1n	QUANTIFIER,SYNONYM
