pairID	tags
6847842974.jpg#1r1c	Entity,Verb
3337174014.jpg#3r1e	Generalisation,World_knowledge
3337174014.jpg#3r1n	Insertion
527255763.jpg#3r1e	Generalisation
4772237090.jpg#3r1e	Generalisation,Quantifier
4678723492.jpg#0r1e	Generalisation,Quantifier,World_knowledge
4700563855.jpg#4r1c	Entity,World_knowledge
4772240224.jpg#4r1n	Image_mismatch,Insertion
2837734285.jpg#0r1c	Entity
4580613274.jpg#1r1c	Entity
845940422.jpg#1r1e	Generalisation
4906688029.jpg#4r1e	Generalisation
4864177176.jpg#3r1c	Verb,World_knowledge
4878818161.jpg#2r1n	Insertion
3457604528.jpg#0r1c	Entity,Verb
4434822945.jpg#3r1c	Entity,Verb
283178378.jpg#1r1n	Incorrect
2624979508.jpg#4r1c	Verb
2904104770.jpg#1r1e	Generalisation,World_knowledge
3036596725.jpg#1r1n	Incorrect
3880770726.jpg#0r1e	Generalisation,World_knowledge
6928014516.jpg#3r1n	Image_mismatch,Insertion
331218808.jpg#0r1n	Insertion
4648363245.jpg#3r1c	Entity,Verb,World_knowledge
5019568325.jpg#0r1e	Generalisation
2519183562.jpg#0r1n	Image_mismatch,Insertion
2338968043.jpg#4r1n	Image_mismatch,Insertion
2445234281.jpg#2r1e	Generalisation
4264701235.jpg#3r1n	Insertion
363503748.jpg#1r1n	Insertion,Unrelated
57417274.jpg#3r1c	Incorrect
1145781754.jpg#0r1e	Generalisation,Quantifier,World_knowledge
4825459857.jpg#3r1c	Entity,Verb
482315006.jpg#0r1n	Insertion
7236594962.jpg#0r1c	Entity,World_knowledge
2579572274.jpg#4r1c	Entity
4679254513.jpg#0r1c	Image_mismatch,Insertion
1942726879.jpg#1r1c	Verb
2315335328.jpg#4r1c	Entity
3186556417.jpg#1r1n	Generalisation,World_knowledge
2904377891.jpg#0r1c	Entity
3417224762.jpg#3r1n	Insertion
375797597.jpg#0r1n	Image_mismatch,Insertion
4688592538.jpg#3r1e	Generalisation,Quantifier
2834752476.jpg#2r1n	Incorrect
2550071408.jpg#1r1n	Generalisation,World_knowledge
4708658738.jpg#0r1c	Verb
3343900764.jpg#0r1c	Entity,Verb
2472574160.jpg#1r1c	Entity,Verb,World_knowledge
3169168282.jpg#2r1c	Verb
4565081074.jpg#0r1e	Generalisation,World_knowledge
2617155996.jpg#0r1e	Generalisation,Quantifier
2363520556.jpg#3r1n	Verb
4626192243.jpg#1r1c	Entity,Verb
4626192243.jpg#3r1e	Generalisation,Voice
7796225106.jpg#3r1e	Generalisation,World_knowledge
2089851860.jpg#2r1n	Image_mismatch,Insertion
4634174359.jpg#3r1n	Insertion
6273004053.jpg#0r1e	Generalisation
5781162449.jpg#3r1c	Entity
2939116460.jpg#0r1n	Insertion,Unrelated
4622635648.jpg#4r1e	Generalisation
2081679622.jpg#3r1e	Generalisation
3695949492.jpg#0r1n	Insertion,World_knowledge
269650644.jpg#2r1n	Insertion
4696106624.jpg#0r1e	Paraphrase
4633043171.jpg#1r1c	Verb
53614287.jpg#3r1e	Generalisation,Quantifier
53614287.jpg#3r1c	Entity,Verb
3538194939.jpg#0r1n	Incorrect
3422394336.jpg#0r1c	Entity,World_knowledge
4864275268.jpg#1r1e	Generalisation
4586925517.jpg#4r1c	Entity,Verb
6198563920.jpg#1r1c	Entity,Verb
4808132639.jpg#1r1c	Entity,Verb
5532294954.jpg#3r1n	Insertion
218211630.jpg#1r1e	Generalisation
4889181219.jpg#2r1c	Image_mismatch,Insertion
7787559214.jpg#3r1c	Entity
332045444.jpg#0r1e	Generalisation
7123721879.jpg#3r1e	Generalisation
947664583.jpg#2r1n	Insertion
3443030942.jpg#3r1n	Image_mismatch,Insertion,World_knowledge
4805584627.jpg#0r1e	Generalisation,Quantifier
2900274587.jpg#0r1e	Paraphrase
4027325112.jpg#0r1c	Entity,Verb
2987195421.jpg#0r1e	World_knowledge
86132021.jpg#0r1c	Verb
4756096563.jpg#4r1n	Image_mismatch,Insertion
3949924354.jpg#1r1e	Generalisation,Quantifier,World_knowledge
3396817186.jpg#1r1e	Generalisation,World_knowledge
3248676970.jpg#2r1n	Image_mismatch,Insertion
3403797144.jpg#4r1n	Insertion
5690229093.jpg#3r1n	Insertion
3569329986.jpg#4r1e	Generalisation,World_knowledge
3706019147.jpg#4r1e	Generalisation,Quantifier
5070037637.jpg#0r1c	Entity,Quantifier,World_knowledge
5070037637.jpg#0r1e	Generalisation
2561212119.jpg#2r1e	Incorrect
3274758325.jpg#3r1n	Image_mismatch,Insertion
3385956569.jpg#0r1e	Generalisation
3614130083.jpg#2r1n	Image_mismatch,Insertion
2552931945.jpg#4r1n	Image_mismatch,Insertion
2552931945.jpg#4r1c	Entity,Verb
3034585889.jpg#1r1c	Quantifier,Verb
2631300484.jpg#0r1e	Generalisation
2129341575.jpg#0r1c	Entity
2344898759.jpg#0r1e	Generalisation,World_knowledge
4682065369.jpg#2r1n	Insertion
3255482333.jpg#2r1n	Insertion,World_knowledge
2416964653.jpg#3r1c	Incorrect
7300424828.jpg#4r1c	Entity,Verb
2586028627.jpg#1r1c	Entity
2320742338.jpg#0r1e	Generalisation
3246773992.jpg#0r1c	Entity,Quantifier
6700364901.jpg#0r1e	Generalisation,World_knowledge
4399206310.jpg#0r1n	Insertion
2255685792.jpg#3r1e	Generalisation,Quantifier
2255685792.jpg#3r1n	Insertion
2954291559.jpg#3r1n	Generalisation
3365348059.jpg#3r1n	Image_mismatch,Insertion,World_knowledge
2943399558.jpg#1r1e	Generalisation
2943399558.jpg#1r1n	Insertion
5060860492.jpg#3r1n	Image_mismatch,Insertion
157616263.jpg#2r1c	Incorrect
4928921729.jpg#0r1e	Generalisation,Quantifier,World_knowledge
6982756534.jpg#0r1e	Generalisation
2583635522.jpg#1r1n	Insertion
7682350138.jpg#3r1e	Generalisation
3763959012.jpg#1r1e	Generalisation,Quantifier
3524519277.jpg#4r1c	Verb
2653809100.jpg#4r1c	Verb
476763228.jpg#0r1e	Generalisation,Quantifier
4968714648.jpg#3r1n	Insertion
4591228112.jpg#2r1n	Insertion
6995873867.jpg#3r1c	Incorrect
3686466222.jpg#1r1c	Verb
4972166251.jpg#4r1e	Incorrect
4784479869.jpg#0r1n	Image_mismatch,Insertion
3086526292.jpg#0r1c	Entity,Quantifier,Verb
93270842.jpg#3r1n	Insertion
2869653417.jpg#4r1c	Verb
3452341579.jpg#0r1c	Entity,Verb
846070499.jpg#4r1n	Insertion
4429301480.jpg#0r1e	Image_mismatch,Insertion
4022843226.jpg#3r1c	Entity,Quantifier,Verb,World_knowledge
2255753004.jpg#0r1e	Generalisation,Quantifier
4959071809.jpg#1r1n	Incorrect
4433557295.jpg#1r1e	Generalisation,Quantifier,World_knowledge
3175887061.jpg#1r1e	Generalisation,Quantifier,Voice
3885034832.jpg#1r1n	Insertion
4687557453.jpg#4r1n	Image_mismatch,Insertion
2325436612.jpg#4r1e	Generalisation,Quantifier,World_knowledge
214167512.jpg#0r1e	Generalisation
214167512.jpg#0r1n	Generalisation
4686350232.jpg#2r1e	Generalisation,Quantifier
3459570613.jpg#2r1e	Generalisation,Quantifier,World_knowledge
237953705.jpg#1r1e	Generalisation,World_knowledge
2148013097.jpg#0r1e	Incorrect
2111360187.jpg#1r1e	Generalisation,Quantifier
3284899112.jpg#0r1c	Entity,Quantifier
878758390.jpg#1r1e	Generalisation
6651304481.jpg#2r1n	Insertion
2339140905.jpg#1r1c	Entity,Verb
473988700.jpg#4r1n	Insertion
2584020755.jpg#1r1c	Verb
2366421102.jpg#3r1e	Generalisation
4377824833.jpg#3r1n	Paraphrase,Quantifier,World_knowledge
75718987.jpg#4r1c	Entity,Quantifier,Verb
6490573135.jpg#2r1e	Generalisation
2115112541.jpg#3r1c	Entity,Quantifier,World_knowledge
5925539370.jpg#0r1e	Generalisation,Quantifier
374437961.jpg#3r1c	Incorrect
374437961.jpg#3r1n	Image_mismatch,Insertion
6790868526.jpg#4r1e	Generalisation
3847158742.jpg#2r1n	Insertion
2690702549.jpg#3r1n	Insertion
3133825703.jpg#1r1c	Entity
5181423725.jpg#3r1c	Entity
3856155585.jpg#0r1n	Insertion
3669472958.jpg#4r1c	Incorrect
3691288174.jpg#1r1c	Incorrect
4438007869.jpg#1r1e	Generalisation
6580690359.jpg#4r1e	Generalisation
4479738973.jpg#2r1n	Generalisation,Quantifier
3223809913.jpg#0r1e	Generalisation,Quantifier
4631838133.jpg#4r1e	Generalisation,World_knowledge
3708743823.jpg#4r1n	Paraphrase,World_knowledge
2954929479.jpg#2r1c	Entity
7357208586.jpg#3r1e	Generalisation
2813033949.jpg#3r1c	Verb
5487530231.jpg#0r1c	Entity,Verb
599235529.jpg#1r1c	Entity,Quantifier,Verb
6020763700.jpg#1r1e	Generalisation
7582869910.jpg#3r1c	Entity,Quantifier,Verb,World_knowledge
4655477763.jpg#4r1c	Entity,Verb
4655477763.jpg#4r1n	Insertion
387078972.jpg#3r1e	Generalisation
387078972.jpg#3r1n	Image_mismatch,Insertion,World_knowledge
4869254994.jpg#2r1e	Generalisation
3046190891.jpg#2r1e	Generalisation,World_knowledge
439348091.jpg#0r1n	Insertion
7402359070.jpg#0r1c	Entity,Verb
3473188829.jpg#2r1n	Generalisation
2446009833.jpg#2r1e	Generalisation
3052436578.jpg#1r1n	Image_mismatch,Insertion
2742426734.jpg#2r1c	Entity,Quantifier,World_knowledge
6623693625.jpg#4r1c	Incorrect
6278649113.jpg#1r1e	Generalisation,Quantifier
4509404105.jpg#1r1c	Entity,Quantifier,World_knowledge
4828430669.jpg#2r1e	Generalisation
4045308081.jpg#0r1e	Incorrect
4045308081.jpg#0r1n	Insertion
4774595499.jpg#0r1c	Entity,Image_mismatch
2195887578.jpg#2r1e	Generalisation
2536434720.jpg#0r1e	Generalisation
3963654975.jpg#2r1n	Generalisation
4139373408.jpg#3r1c	Entity,Verb
4139373408.jpg#3r1e	Generalisation
3599568766.jpg#1r1c	Entity,Verb
2215925780.jpg#0r1c	Incorrect
2494088238.jpg#4r1c	Entity,Verb,World_knowledge
3491658971.jpg#1r1n	Insertion
2282573692.jpg#3r1n	Insertion
911795495.jpg#1r1n	Insertion
4509183066.jpg#2r1c	Entity,Verb
4282604922.jpg#1r1n	Insertion
60779083.jpg#3r1c	Quantifier
3498633396.jpg#1r1e	World_knowledge
3411893215.jpg#1r1e	Generalisation,Image_mismatch
4814332291.jpg#1r1e	Generalisation,Voice
78879869.jpg#0r1e	Generalisation,Image_mismatch,Quantifier,World_knowledge
3516312179.jpg#3r1c	Entity
4562635939.jpg#4r1n	Insertion
6887324285.jpg#0r1e	Generalisation
4429727181.jpg#0r1e	Generalisation
3827238558.jpg#0r1c	Entity
294443417.jpg#1r1n	Insertion
6267547720.jpg#1r2e	Generalisation,Quantifier
3047264346.jpg#2r1e	Generalisation,Quantifier,World_knowledge
3047264346.jpg#2r1n	Image_mismatch,Insertion
6209779666.jpg#2r1n	Image_mismatch,Insertion
4567311889.jpg#0r1c	World_knowledge
4560100704.jpg#0r1c	Incorrect
171134073.jpg#2r1n	Insertion,Unrelated
2384147448.jpg#2r1c	Incorrect
51900751.jpg#4r1e	Generalisation,World_knowledge
3944001513.jpg#1r1c	Verb
6191212927.jpg#4r1n	Image_mismatch,Insertion,World_knowledge
6191212927.jpg#4r1c	Verb
5738179350.jpg#4r1c	Incorrect
1889398867.jpg#2r1n	Insertion
6838086484.jpg#4r1e	Generalisation,Quantifier
3587666993.jpg#0r1n	Entity,Verb,World_knowledge
4544197412.jpg#4r1n	Insertion
3354063643.jpg#2r1n	Insertion
8245313425.jpg#0r1c	Verb
4914994391.jpg#0r1e	Generalisation
4447231069.jpg#0r1e	Generalisation,Quantifier
1007205537.jpg#1r1n	Insertion
474652272.jpg#3r1n	Insertion
4526883901.jpg#2r1c	Entity,World_knowledge
4145780777.jpg#4r1e	Generalisation
640028992.jpg#4r1e	Generalisation
4587858056.jpg#1r1c	Incorrect
459284240.jpg#0r1n	Insertion
5403970454.jpg#4r1n	Image_mismatch,Insertion
323875672.jpg#0r1n	Insertion
325480786.jpg#4r1e	Generalisation,World_knowledge
4816940001.jpg#2r1n	Insertion
4912348669.jpg#0r1c	Verb,World_knowledge
4571034074.jpg#0r1c	Entity,Verb
4418969015.jpg#4r1e	Generalisation,Quantifier
541537091.jpg#0r1n	Insertion
3517127930.jpg#4r1e	Insertion
2786996501.jpg#1r1n	Insertion
4922045286.jpg#1r1n	Insertion
4922045286.jpg#1r1c	Verb
4958323824.jpg#0r1n	Insertion
1764955991.jpg#0r1n	Generalisation
4201783749.jpg#0r1e	Generalisation
467420499.jpg#1r1e	Generalisation,Quantifier
3972836203.jpg#1r1n	Insertion
2705947033.jpg#2r1n	Insertion
3944884778.jpg#2r1c	Entity,Verb
6147735412.jpg#1r1c	Insertion
833459429.jpg#1r1e	Paraphrase,World_knowledge
5823326999.jpg#0r1n	Insertion
3503623999.jpg#1r1n	Insertion
2545363449.jpg#3r1e	Incorrect
4950715878.jpg#0r1e	Generalisation,Quantifier
318896597.jpg#4r1n	Insertion
200797624.jpg#4r1e	Generalisation,Quantifier,World_knowledge
200797624.jpg#4r1n	Insertion
5692076205.jpg#1r1n	Insertion
2508837624.jpg#3r1n	Insertion
2508837624.jpg#3r1e	Generalisation
3394586927.jpg#3r1c	Insertion
4686365380.jpg#3r1e	Generalisation,Quantifier,World_knowledge
5672704774.jpg#0r1e	Generalisation,Quantifier
3187364311.jpg#2r1e	Generalisation
4749087824.jpg#1r1e	Generalisation,Quantifier
3117700421.jpg#0r1c	Entity,Verb
194467990.jpg#3r1e	Generalisation
2570559405.jpg#1r1c	Entity,Quantifier,Verb
3225880532.jpg#4r1e	Generalisation,Quantifier,World_knowledge
4525771890.jpg#1r1c	Entity,Verb
2043520315.jpg#1r1n	Insertion
3190677999.jpg#0r1c	Entity,Quantifier,Verb,World_knowledge
732437240.jpg#1r1c	Entity,Verb
2245019332.jpg#1r1c	Entity
1434005938.jpg#0r1c	Entity,World_knowledge
1119015538.jpg#4r1n	Insertion
3247693965.jpg#3r1c	Entity,Verb
6533409787.jpg#3r1e	Generalisation,Quantifier
7781342152.jpg#3r1n	Image_mismatch,Insertion
3091673351.jpg#0r1c	Incorrect
3938776000.jpg#1r1n	Incorrect
4912348669.jpg#2r1e	Generalisation
286797291.jpg#2r1c	Entity,Verb
3415695164.jpg#1r1e	Generalisation,Quantifier,World_knowledge
3457460673.jpg#0r1n	Insertion
405694615.jpg#2r1n	Generalisation,Quantifier
3671851846.jpg#2r1c	Entity,Quantifier,World_knowledge
307327914.jpg#2r1e	Generalisation
4848391416.jpg#4r1e	Generalisation,World_knowledge
4548597574.jpg#4r1e	Generalisation,Quantifier,World_knowledge
5821129557.jpg#3r1e	Incorrect
3485425825.jpg#1r1c	Quantifier,Verb
4876248951.jpg#2r1e	Insertion
